#N		S:1-A:1		S:1-A:2		S:1-A:3		S:1-A:4		S:1-A:5		S:1-A:6		S:1-A:7		S:2-A:1		S:2-A:2		S:2-A:3		S:2-A:4		S:2-A:5		S:2-A:6		S:2-A:7		S:3-A:1		S:3-A:2		S:3-A:3		S:3-A:4		S:3-A:5		S:3-A:6		S:3-A:7		S:4-A:1		S:4-A:2		S:4-A:3		S:4-A:4		S:4-A:5		S:4-A:6		S:4-A:7		S:5-A:1		S:5-A:2		S:5-A:3		S:5-A:4		S:5-A:5		S:5-A:6		S:5-A:7		S:6-A:1		S:6-A:2		S:6-A:3		S:6-A:4		S:6-A:5		S:6-A:6		S:6-A:7		
460		0.109466		0.000626		0.00064		0.033639		0.0208908		0.0237606		0.0042062		0.110978		0.300524		0.0750488		0.034457		0.0236548		0.023217		0.0078664		0.135511		0.3587		0.0447076		0.054208		0.0349012		0.025569		0.0344834		0.120036		0.18187		0.0111486		0.0377512		0.0253048		0.0216128		0.0261428		0.129742		0.221226		0.0208266		0.0521878		0.027657		0.0223508		0.029241		0.1271		0.260561		0.028181		0.044882		0.029731		0.0222828		0.031297		
496		0.118126		0.000706		0.000676		0.035793		0.0226348		0.023961		0.0045182		0.121714		0.346182		0.0862068		0.036033		0.0253928		0.0240168		0.0086542		0.154503		0.429701		0.051962		0.0571878		0.0376812		0.0244188		0.0440036		0.136985		0.186684		0.0121084		0.0400174		0.027667		0.0236128		0.0284992		0.141053		0.270401		0.0234208		0.044846		0.030209		0.0244228		0.031843		0.143815		0.296008		0.029267		0.0484998		0.032069		0.025201		0.0348594		
532		0.135369		0.000714		0.000728		0.0395354		0.0241768		0.0246528		0.0055344		0.145641		0.40233		0.0985994		0.0405334		0.027295		0.025573		0.0103924		0.172398		0.483756		0.058728		0.0636942		0.0404952		0.026005		0.0417974		0.158012		0.243221		0.0201184		0.045672		0.030655		0.0247968		0.030161		0.159356		0.295652		0.026589		0.049074		0.0348372		0.025415		0.0350954		0.162652		0.343138		0.033859		0.0533658		0.0350992		0.0385234		0.0371334		
568		0.156637		0.000762		0.0007682		0.0416414		0.0259348		0.027685		0.0058344		0.154795		0.464306		0.121714		0.0428836		0.029225		0.028369		0.0103162		0.192001		0.547627		0.0674806		0.0688462		0.0438056		0.0271168		0.0447256		0.178256		0.269857		0.017471		0.0484492		0.031645		0.0398954		0.0383094		0.184394		0.34582		0.0283292		0.0531738		0.0353432		0.0273428		0.0373932		0.196621		0.391561		0.0397872		0.057742		0.0369212		0.027299		0.0403974		
604		0.173178		0.000814		0.000828		0.044832		0.0278348		0.028371		0.0061964		0.176568		0.51984		0.126346		0.045553		0.031311		0.029159		0.0125506		0.22267		0.609973		0.0673844		0.0740984		0.0469118		0.030787		0.0490638		0.199573		0.319055		0.017028		0.0523418		0.034603		0.028303		0.0367314		0.206733		0.379527		0.0347352		0.056652		0.0388914		0.028295		0.0420458		0.207247		0.529635		0.0425392		0.066808		0.0461936		0.030789		0.045478		
640		0.262921		0.001122		0.001058		0.0485056		0.031269		0.030623		0.0081782		0.263795		0.607781		0.140011		0.0493676		0.035233		0.0315934		0.0122542		0.297216		0.718003		0.0949992		0.0809008		0.0521056		0.030641		0.05986		0.28369		0.42532		0.0209166		0.05538		0.0380654		0.0321572		0.036005		0.290446		0.505837		0.0352112		0.0626042		0.0416976		0.029733		0.045746		0.305626		0.559163		0.0512658		0.0682184		0.04435		0.030169		0.0513338		
676		0.295014		0.001186		0.0011162		0.0613842		0.0323594		0.032497		0.0086162		0.267307		0.666341		0.155513		0.0543318		0.0370052		0.0320832		0.0136906		0.335714		0.802413		0.0934412		0.0870628		0.055012		0.0373012		0.05689		0.316567		0.468754		0.0235568		0.0618362		0.0410772		0.0319572		0.0425432		0.319253		0.554955		0.0404434		0.0660864		0.042313		0.031991		0.046034		0.251934		0.556649		0.049308		0.0697284		0.044241		0.031671		0.0498196		
712		0.243634		0.000944		0.000944		0.0531838		0.0324012		0.0330872		0.0072742		0.240704		0.726413		0.210705		0.0532156		0.0373532		0.0345914		0.0121402		0.292826		0.836161		0.0964372		0.088005		0.055982		0.033351		0.117128		0.517702		0.76729		0.0421452		0.135133		0.0761648		0.056604		0.0761846		0.499887		0.965055		0.0662782		0.116764		0.0767786		0.058154		0.085123		0.471621		1.1301		0.104332		0.129281		0.0824946		0.0610884		0.101104		
748		0.521695		0.001722		0.001714		0.0939074		0.0508382		0.035291		0.0076362		0.262773		0.813518		0.190955		0.0550098		0.0398094		0.0361992		0.0139048		0.318131		0.92143		0.11445		0.091527		0.059564		0.0349592		0.063402		0.320341		0.492547		0.0225306		0.0640362		0.0438076		0.0366232		0.044912		0.297636		0.604595		0.0480416		0.0700024		0.0469452		0.0354754		0.053446		0.30147		0.708998		0.0654526		0.076373		0.0525034		0.035801		0.055996		
784		0.288084		0.001032		0.00105		0.0569258		0.0365014		0.0361792		0.0082024		0.308035		0.884328		0.208783		0.059424		0.0414492		0.0383292		0.0139068		0.3454		1.02145		0.134949		0.0958272		0.0626048		0.0372132		0.0672064		0.322583		0.540573		0.028999		0.0663324		0.045599		0.0389274		0.0473378		0.323639		0.684057		0.0530798		0.073847		0.0490418		0.0370192		0.059684		0.324733		0.75826		0.0650764		0.0797248		0.0512598		0.0371492		0.0600344		
820		0.323183		0.001076		0.00108		0.060162		0.0380272		0.0386754		0.0083582		0.313239		1.08399		0.229336		0.0648642		0.0430474		0.0388854		0.016683		0.379285		1.11168		0.131045		0.114904		0.0650502		0.0404894		0.0691926		0.343354		0.598765		0.029481		0.0695304		0.0482296		0.0425154		0.0512836		0.351546		0.744521		0.052422		0.077237		0.0515878		0.0385654		0.061494		0.393769		0.831087		0.0681164		0.0852466		0.053884		0.0380694		0.0619642		
856		0.34776		0.0011222		0.0011282		0.0642082		0.0397034		0.0404212		0.0087084		0.351606		1.08763		0.250962		0.0649722		0.0446		0.0424792		0.015912		0.411832		1.19498		0.135922		0.107718		0.0684724		0.0404214		0.0734706		0.551807		1.09356		0.0382312		0.104375		0.0660142		0.0412876		0.0653042		0.659895		1.3828		0.0720964		0.107326		0.0691906		0.0414972		0.075051		0.65633		1.42216		0.155056		0.17647		0.106332		0.0440038		0.0648622		
892		0.373671		0.00117		0.001176		0.0691364		0.0416976		0.0442854		0.0091302		0.381655		1.14516		0.271961		0.0688766		0.0471318		0.0420958		0.018475		0.442295		1.30149		0.154803		0.112054		0.0768966		0.0419836		0.0775904		0.396708		0.739971		0.0339152		0.07562		0.0527458		0.0427134		0.0575218		0.409028		0.881948		0.059526		0.0831712		0.056696		0.0423278		0.0649162		0.414856		0.986202		0.0775146		0.091157		0.0593802		0.043146		0.0725622		
928		0.40536		0.001214		0.001218		0.0682142		0.042756		0.043621		0.0094382		0.407452		1.25632		0.29282		0.0720908		0.0527962		0.044214		0.017853		0.472162		1.40069		0.190858		0.113466		0.0747666		0.0435876		0.082609		0.474078		0.865539		0.038353		0.0844166		0.0556738		0.0466692		0.0576498		0.45915		0.949395		0.0667184		0.0867028		0.05902		0.045669		0.0669382		0.461442		1.08002		0.0891088		0.10014		0.062058		0.0449892		0.0719862		
964		0.440413		0.0012582		0.001264		0.0695526		0.0441634		0.045214		0.0098004		0.427045		1.35858		0.313969		0.072232		0.0537916		0.0458132		0.01686		0.50666		1.50848		0.170838		0.120968		0.0783564		0.047016		0.085613		0.464868		0.856981		0.0390552		0.081559		0.05765		0.044913		0.060488		0.492273		1.01966		0.0680304		0.089373		0.061592		0.04642		0.0711022		0.484218		1.17989		0.0989814		0.0977214		0.0651162		0.045277		0.075356		
